city,state,state_full,county,county_fips
Wilmot,NH,New Hampshire,Merrimack,33013
Wilton,NH,New Hampshire,Hillsborough,33057
Winchester,NH,New Hampshire,Cheshire,33005
Windham,NH,New Hampshire,Rockingham,33015
Winnisquam,NH,New Hampshire,Belknap,33001
Wolfeboro,NH,New Hampshire,Carroll,33015
Wolfeboro Falls,NH,New Hampshire,Carroll,33015
Wonalancet,NH,New Hampshire,Carroll,33015
Woodstock,NH,New Hampshire,Grafton,33009
Woodsville,NH,New Hampshire,Grafton,33009
Absecon,NJ,New Jersey,Atlantic,34001
Adelphia,NJ,New Jersey,Monmouth,34025
Allamuchy,NJ,New Jersey,Warren,34301
Allendale,NJ,New Jersey,Bergen,34003
Allenhurst,NJ,New Jersey,Monmouth,34025
Allentown,NJ,New Jersey,Monmouth,34025
Allenwood,NJ,New Jersey,Monmouth,34025
Alloway,NJ,New Jersey,Salem,34033
Alpine,NJ,New Jersey,Bergen,34003
Andover,NJ,New Jersey,Sussex,34005
Annandale,NJ,New Jersey,Hunterdon,34019
Asbury,NJ,New Jersey,Hunterdon,34019
Asbury Park,NJ,New Jersey,Monmouth,34025
Atco,NJ,New Jersey,Camden,34039
Atlantic City,NJ,New Jersey,Atlantic,34001
Atlantic Highlands,NJ,New Jersey,Monmouth,34025
Audubon,NJ,New Jersey,Camden,34039
Augusta,NJ,New Jersey,Sussex,34005
Avalon,NJ,New Jersey,Cape May,34009
Avenel,NJ,New Jersey,Middlesex,34007
Avon By The Sea,NJ,New Jersey,Monmouth,34025
Baptistown,NJ,New Jersey,Hunterdon,34019
Barnegat,NJ,New Jersey,Ocean,34029
Barnegat Light,NJ,New Jersey,Ocean,34029
Barrington,NJ,New Jersey,Camden,34039
Basking Ridge,NJ,New Jersey,Somerset,34025
Bayonne,NJ,New Jersey,Hudson,34017
Bayville,NJ,New Jersey,Ocean,34029
Beach Haven,NJ,New Jersey,Ocean,34029
Beachwood,NJ,New Jersey,Ocean,34029
Bedminster,NJ,New Jersey,Somerset,34025
Belford,NJ,New Jersey,Monmouth,34025
Belle Mead,NJ,New Jersey,Somerset,34025
Belleville,NJ,New Jersey,Essex,34009
Bellmawr,NJ,New Jersey,Camden,34039
Belmar,NJ,New Jersey,Monmouth,34025
Belvidere,NJ,New Jersey,Warren,34301
Bergenfield,NJ,New Jersey,Bergen,34003
Berkeley Heights,NJ,New Jersey,Union,34139
Berlin,NJ,New Jersey,Camden,34039
Bernardsville,NJ,New Jersey,Somerset,34025
Beverly,NJ,New Jersey,Burlington,34005
Birmingham,NJ,New Jersey,Burlington,34005
Blackwood,NJ,New Jersey,Camden,34039
Blairstown,NJ,New Jersey,Warren,34301
Blawenburg,NJ,New Jersey,Somerset,34025
Bloomfield,NJ,New Jersey,Essex,34009
Bloomingdale,NJ,New Jersey,Passaic,34031
Bloomsbury,NJ,New Jersey,Hunterdon,34019
Bogota,NJ,New Jersey,Bergen,34003
Boonton,NJ,New Jersey,Morris,34127
Bordentown,NJ,New Jersey,Burlington,34005
Bound Brook,NJ,New Jersey,Somerset,34025
Bradley Beach,NJ,New Jersey,Monmouth,34025
Branchville,NJ,New Jersey,Sussex,34005
Brick,NJ,New Jersey,Ocean,34029
Bridgeport,NJ,New Jersey,Gloucester,34015
Bridgeton,NJ,New Jersey,Cumberland,34035
Bridgewater,NJ,New Jersey,Somerset,34025
Brielle,NJ,New Jersey,Monmouth,34025
Brigantine,NJ,New Jersey,Atlantic,34001
Broadway,NJ,New Jersey,Warren,34301
Brookside,NJ,New Jersey,Morris,34127
Browns Mills,NJ,New Jersey,Burlington,34005
Budd Lake,NJ,New Jersey,Morris,34127
Buena,NJ,New Jersey,Atlantic,34001
Burlington,NJ,New Jersey,Burlington,34005
Butler,NJ,New Jersey,Morris,34127
Buttzville,NJ,New Jersey,Warren,34301
Caldwell,NJ,New Jersey,Essex,34009
Califon,NJ,New Jersey,Hunterdon,34019
Camden,NJ,New Jersey,Camden,34039
Cape May,NJ,New Jersey,Cape May,34009
Cape May Court House,NJ,New Jersey,Cape May,34009
Cape May Point,NJ,New Jersey,Cape May,34009
Carlstadt,NJ,New Jersey,Bergen,34003
Carteret,NJ,New Jersey,Middlesex,34007
Cedar Brook,NJ,New Jersey,Camden,34039
Cedar Grove,NJ,New Jersey,Essex,34009
Cedar Knolls,NJ,New Jersey,Morris,34127
Cedarville,NJ,New Jersey,Cumberland,34035
Changewater,NJ,New Jersey,Warren,34301
Chatham,NJ,New Jersey,Morris,34127
Chatsworth,NJ,New Jersey,Burlington,34005
Cherry Hill,NJ,New Jersey,Camden,34039
Chester,NJ,New Jersey,Morris,34127
Chesterfield,NJ,New Jersey,Burlington,34005
Clark,NJ,New Jersey,Union,34139
Clarksboro,NJ,New Jersey,Gloucester,34015
Clayton,NJ,New Jersey,Gloucester,34015
Clementon,NJ,New Jersey,Camden,34039
Cliffside Park,NJ,New Jersey,Bergen,34003
Cliffwood,NJ,New Jersey,Monmouth,34025
Clifton,NJ,New Jersey,Passaic,34031
Clinton,NJ,New Jersey,Hunterdon,34019
Closter,NJ,New Jersey,Bergen,34003
Collingswood,NJ,New Jersey,Camden,34039
Cologne,NJ,New Jersey,Atlantic,34001
Colonia,NJ,New Jersey,Middlesex,34007
Colts Neck,NJ,New Jersey,Monmouth,34025
Columbia,NJ,New Jersey,Warren,34301
Columbus,NJ,New Jersey,Burlington,34005
Convent Station,NJ,New Jersey,Morris,34127
Cookstown,NJ,New Jersey,Burlington,34005
Cranbury,NJ,New Jersey,Middlesex,34007
Cranford,NJ,New Jersey,Union,34139
Cream Ridge,NJ,New Jersey,Monmouth,34025
Cresskill,NJ,New Jersey,Bergen,34003
Dayton,NJ,New Jersey,Middlesex,34007
Deal,NJ,New Jersey,Monmouth,34025
Deepwater,NJ,New Jersey,Salem,34033
Deerfield Street,NJ,New Jersey,Cumberland,34035
Delanco,NJ,New Jersey,Burlington,34005
Delaware,NJ,New Jersey,Warren,34301
Delmont,NJ,New Jersey,Cumberland,34035
Delran,NJ,New Jersey,Burlington,34005
Demarest,NJ,New Jersey,Bergen,34003
Dennisville,NJ,New Jersey,Cape May,34009
Denville,NJ,New Jersey,Morris,34127
Deptford,NJ,New Jersey,Gloucester,34015
Dividing Creek,NJ,New Jersey,Cumberland,34035
Dorchester,NJ,New Jersey,Cumberland,34035
Dorothy,NJ,New Jersey,Atlantic,34001
Dover,NJ,New Jersey,Morris,34127
Dumont,NJ,New Jersey,Bergen,34003
Dunellen,NJ,New Jersey,Middlesex,34007
East Brunswick,NJ,New Jersey,Middlesex,34007
East Hanover,NJ,New Jersey,Morris,34127
East Orange,NJ,New Jersey,Essex,34009
East Rutherford,NJ,New Jersey,Bergen,34003
Eatontown,NJ,New Jersey,Monmouth,34025
Edgewater,NJ,New Jersey,Bergen,34003
Edison,NJ,New Jersey,Middlesex,34007
Egg Harbor City,NJ,New Jersey,Atlantic,34001
Egg Harbor Township,NJ,New Jersey,Atlantic,34001
Elizabeth,NJ,New Jersey,Union,34139
Elizabethport,NJ,New Jersey,Union,34139
Elmer,NJ,New Jersey,Salem,34033
Elmwood Park,NJ,New Jersey,Bergen,34003
Elwood,NJ,New Jersey,Atlantic,34001
Emerson,NJ,New Jersey,Bergen,34003
Englewood,NJ,New Jersey,Bergen,34003
Englewood Cliffs,NJ,New Jersey,Bergen,34003
Englishtown,NJ,New Jersey,Monmouth,34025
Essex Fells,NJ,New Jersey,Essex,34009
Estell Manor,NJ,New Jersey,Atlantic,34001
Ewan,NJ,New Jersey,Gloucester,34015
Fair Haven,NJ,New Jersey,Monmouth,34025
Fair Lawn,NJ,New Jersey,Bergen,34003
Fairfield,NJ,New Jersey,Essex,34009
Fairton,NJ,New Jersey,Cumberland,34035
Fairview,NJ,New Jersey,Bergen,34003
Fanwood,NJ,New Jersey,Union,34139
Far Hills,NJ,New Jersey,Somerset,34025
Farmingdale,NJ,New Jersey,Monmouth,34025
Flagtown,NJ,New Jersey,Somerset,34025
Flanders,NJ,New Jersey,Morris,34127
Flemington,NJ,New Jersey,Hunterdon,34019
Florence,NJ,New Jersey,Burlington,34005
Florham Park,NJ,New Jersey,Morris,34127
Fords,NJ,New Jersey,Middlesex,34007
Forked River,NJ,New Jersey,Ocean,34029
Fort Dix,NJ,New Jersey,Burlington,34005
Fort Lee,NJ,New Jersey,Bergen,34003
Fort Monmouth,NJ,New Jersey,Monmouth,34025
Fortescue,NJ,New Jersey,Cumberland,34035
Franklin,NJ,New Jersey,Sussex,34005
Franklin Lakes,NJ,New Jersey,Bergen,34003
Franklin Park,NJ,New Jersey,Somerset,34025
Franklinville,NJ,New Jersey,Gloucester,34015
Freehold,NJ,New Jersey,Monmouth,34025
Frenchtown,NJ,New Jersey,Hunterdon,34019
Garfield,NJ,New Jersey,Bergen,34003
Garwood,NJ,New Jersey,Union,34139
Gibbsboro,NJ,New Jersey,Camden,34039
Gibbstown,NJ,New Jersey,Gloucester,34015
Gillette,NJ,New Jersey,Morris,34127
Gladstone,NJ,New Jersey,Somerset,34025
Glassboro,NJ,New Jersey,Gloucester,34015
Glasser,NJ,New Jersey,Sussex,34005
Glen Gardner,NJ,New Jersey,Hunterdon,34019
Glen Ridge,NJ,New Jersey,Essex,34009
Glen Rock,NJ,New Jersey,Bergen,34003
Glendora,NJ,New Jersey,Camden,34039
Glenwood,NJ,New Jersey,Sussex,34005
Gloucester City,NJ,New Jersey,Camden,34039
Goshen,NJ,New Jersey,Cape May,34009
Great Meadows,NJ,New Jersey,Warren,34301
Green Creek,NJ,New Jersey,Cape May,34009
Green Village,NJ,New Jersey,Morris,34127
Greendell,NJ,New Jersey,Sussex,34005
Greenwich,NJ,New Jersey,Cumberland,34035
Grenloch,NJ,New Jersey,Gloucester,34015
Hackensack,NJ,New Jersey,Bergen,34003
Hackettstown,NJ,New Jersey,Warren,34301
Haddon Heights,NJ,New Jersey,Camden,34039
Haddon Township,NJ,New Jersey,Camden,34039
Haddonfield,NJ,New Jersey,Camden,34039
Hainesport,NJ,New Jersey,Burlington,34005
Haledon,NJ,New Jersey,Passaic,34031
Hamburg,NJ,New Jersey,Sussex,34005
Hammonton,NJ,New Jersey,Atlantic,34001
Hampton,NJ,New Jersey,Hunterdon,34019
Hancocks Bridge,NJ,New Jersey,Salem,34033
Harrington Park,NJ,New Jersey,Bergen,34003
Harrison,NJ,New Jersey,Hudson,34017
Harrisonville,NJ,New Jersey,Gloucester,34015
Hasbrouck Heights,NJ,New Jersey,Bergen,34003
Haskell,NJ,New Jersey,Passaic,34031
Haworth,NJ,New Jersey,Bergen,34003
Hawthorne,NJ,New Jersey,Passaic,34031
Hazlet,NJ,New Jersey,Monmouth,34025
Heislerville,NJ,New Jersey,Cumberland,34035
Helmetta,NJ,New Jersey,Middlesex,34007
Hewitt,NJ,New Jersey,Passaic,34031
Hibernia,NJ,New Jersey,Morris,34127
High Bridge,NJ,New Jersey,Hunterdon,34019
Highland Lakes,NJ,New Jersey,Sussex,34005
Highland Park,NJ,New Jersey,Middlesex,34007
Highlands,NJ,New Jersey,Monmouth,34025
Hightstown,NJ,New Jersey,Mercer,34131
Hillsborough,NJ,New Jersey,Somerset,34025
Hillsdale,NJ,New Jersey,Bergen,34003
Hillside,NJ,New Jersey,Union,34139
Ho Ho Kus,NJ,New Jersey,Bergen,34003
Hoboken,NJ,New Jersey,Hudson,34017
Holmdel,NJ,New Jersey,Monmouth,34025
Hopatcong,NJ,New Jersey,Sussex,34005
Hope,NJ,New Jersey,Warren,34301
Hopewell,NJ,New Jersey,Mercer,34131
Howell,NJ,New Jersey,Monmouth,34025
Imlaystown,NJ,New Jersey,Monmouth,34025
Ironia,NJ,New Jersey,Morris,34127
Irvington,NJ,New Jersey,Essex,34009
Iselin,NJ,New Jersey,Middlesex,34007
Island Heights,NJ,New Jersey,Ocean,34029
Jackson,NJ,New Jersey,Ocean,34029
Jersey City,NJ,New Jersey,Hudson,34017
Jobstown,NJ,New Jersey,Burlington,34005
Johnsonburg,NJ,New Jersey,Warren,34301
Juliustown,NJ,New Jersey,Burlington,34005
Keansburg,NJ,New Jersey,Monmouth,34025
Kearny,NJ,New Jersey,Hudson,34017
Keasbey,NJ,New Jersey,Middlesex,34007
Kendall Park,NJ,New Jersey,Middlesex,34007
Kenilworth,NJ,New Jersey,Union,34139
Kenvil,NJ,New Jersey,Morris,34127
Keyport,NJ,New Jersey,Monmouth,34025
Kingston,NJ,New Jersey,Somerset,34025
Lafayette,NJ,New Jersey,Sussex,34005
Lake Hiawatha,NJ,New Jersey,Morris,34127
Lake Hopatcong,NJ,New Jersey,Morris,34127
Lakehurst,NJ,New Jersey,Ocean,34029
Lakewood,NJ,New Jersey,Ocean,34029
Lambertville,NJ,New Jersey,Hunterdon,34019
Landing,NJ,New Jersey,Morris,34127
Landisville,NJ,New Jersey,Atlantic,34001
Lanoka Harbor,NJ,New Jersey,Ocean,34029
Lavallette,NJ,New Jersey,Ocean,34029
Lawnside,NJ,New Jersey,Camden,34039
Lawrence Township,NJ,New Jersey,Mercer,34131
Layton,NJ,New Jersey,Sussex,34005
Lebanon,NJ,New Jersey,Hunterdon,34019
Ledgewood,NJ,New Jersey,Morris,34127
Leeds Point,NJ,New Jersey,Atlantic,34001
Leesburg,NJ,New Jersey,Cumberland,34035
LEH,NJ,New Jersey,Ocean,34029
Leonardo,NJ,New Jersey,Monmouth,34025
Leonia,NJ,New Jersey,Bergen,34003
Liberty Corner,NJ,New Jersey,Somerset,34025
Lincoln Park,NJ,New Jersey,Morris,34127
Lincroft,NJ,New Jersey,Monmouth,34025
Linden,NJ,New Jersey,Union,34139
Linwood,NJ,New Jersey,Atlantic,34001
Little Falls,NJ,New Jersey,Passaic,34031
Little Ferry,NJ,New Jersey,Bergen,34003
Little Silver,NJ,New Jersey,Monmouth,34025
Little York,NJ,New Jersey,Hunterdon,34019
Livingston,NJ,New Jersey,Essex,34009
Lodi,NJ,New Jersey,Bergen,34003
Long Branch,NJ,New Jersey,Monmouth,34025
Long Valley,NJ,New Jersey,Morris,34127
Longport,NJ,New Jersey,Atlantic,34001
Lumberton,NJ,New Jersey,Burlington,34005
Lyndhurst,NJ,New Jersey,Bergen,34003
Lyons,NJ,New Jersey,Somerset,34025
Madison,NJ,New Jersey,Morris,34127
Magnolia,NJ,New Jersey,Camden,34039
Mahwah,NJ,New Jersey,Bergen,34003
Malaga,NJ,New Jersey,Gloucester,34015
Manahawkin,NJ,New Jersey,Ocean,34029
Manasquan,NJ,New Jersey,Monmouth,34025
Manchester Township,NJ,New Jersey,Ocean,34029
Mantoloking,NJ,New Jersey,Ocean,34029
Mantua,NJ,New Jersey,Gloucester,34015
Manville,NJ,New Jersey,Somerset,34025
Maple Shade,NJ,New Jersey,Burlington,34005
Maplewood,NJ,New Jersey,Essex,34009
Margate City,NJ,New Jersey,Atlantic,34001
Marlboro,NJ,New Jersey,Monmouth,34025
Marlton,NJ,New Jersey,Burlington,34005
Marmora,NJ,New Jersey,Cape May,34009
Martinsville,NJ,New Jersey,Somerset,34025
Matawan,NJ,New Jersey,Monmouth,34025
Mauricetown,NJ,New Jersey,Cumberland,34035
Mays Landing,NJ,New Jersey,Atlantic,34001
Maywood,NJ,New Jersey,Bergen,34003
Mc Afee,NJ,New Jersey,Sussex,34005
Medford,NJ,New Jersey,Burlington,34005
Medford Lakes,NJ,New Jersey,Burlington,34005
Mendham,NJ,New Jersey,Morris,34127
Merchantville,NJ,New Jersey,Camden,34039
Metuchen,NJ,New Jersey,Middlesex,34007
Mickleton,NJ,New Jersey,Gloucester,34015
Middlesex,NJ,New Jersey,Middlesex,34007
Middletown,NJ,New Jersey,Monmouth,34025
Middleville,NJ,New Jersey,Sussex,34005
Midland Park,NJ,New Jersey,Bergen,34003
Milford,NJ,New Jersey,Hunterdon,34019
Millburn,NJ,New Jersey,Essex,34009
Millington,NJ,New Jersey,Morris,34127
Millstone Township,NJ,New Jersey,Monmouth,34025
Milltown,NJ,New Jersey,Middlesex,34007
Millville,NJ,New Jersey,Cumberland,34035
Milmay,NJ,New Jersey,Atlantic,34001
Mine Hill,NJ,New Jersey,Morris,34127
Minotola,NJ,New Jersey,Atlantic,34001
Mizpah,NJ,New Jersey,Atlantic,34001
Monmouth Beach,NJ,New Jersey,Monmouth,34025
Monmouth Junction,NJ,New Jersey,Middlesex,34007
Monroe Township,NJ,New Jersey,Middlesex,34007
Monroeville,NJ,New Jersey,Salem,34033
Montague,NJ,New Jersey,Sussex,34005
Montclair,NJ,New Jersey,Essex,34009
Montvale,NJ,New Jersey,Bergen,34003
Montville,NJ,New Jersey,Morris,34127
Moonachie,NJ,New Jersey,Bergen,34003
Moorestown,NJ,New Jersey,Burlington,34005
Morganville,NJ,New Jersey,Monmouth,34025
Morris Plains,NJ,New Jersey,Morris,34127
Morristown,NJ,New Jersey,Morris,34127
Mount Arlington,NJ,New Jersey,Morris,34127
Mount Ephraim,NJ,New Jersey,Camden,34039
Mount Freedom,NJ,New Jersey,Morris,34127
Mount Holly,NJ,New Jersey,Burlington,34005
Mount Laurel,NJ,New Jersey,Burlington,34005
Mount Royal,NJ,New Jersey,Gloucester,34015
Mount Tabor,NJ,New Jersey,Morris,34127
Mountain Lakes,NJ,New Jersey,Morris,34127
Mountainside,NJ,New Jersey,Union,34139
Mullica Hill,NJ,New Jersey,Gloucester,34015
National Park,NJ,New Jersey,Gloucester,34015
Navesink,NJ,New Jersey,Monmouth,34025
Neptune,NJ,New Jersey,Monmouth,34025
Neshanic Station,NJ,New Jersey,Somerset,34025
Netcong,NJ,New Jersey,Morris,34127
New Brunswick,NJ,New Jersey,Middlesex,34007
New Egypt,NJ,New Jersey,Ocean,34029
New Gretna,NJ,New Jersey,Burlington,34005
New Lisbon,NJ,New Jersey,Burlington,34005
New Milford,NJ,New Jersey,Bergen,34003
New Providence,NJ,New Jersey,Union,34139
New Vernon,NJ,New Jersey,Morris,34127
Newark,NJ,New Jersey,Essex,34009
Newfield,NJ,New Jersey,Gloucester,34015
Newfoundland,NJ,New Jersey,Passaic,34031
Newport,NJ,New Jersey,Cumberland,34035
Newton,NJ,New Jersey,Sussex,34005
Newtonville,NJ,New Jersey,Atlantic,34001
Norma,NJ,New Jersey,Salem,34033
Normandy Beach,NJ,New Jersey,Ocean,34029
North Arlington,NJ,New Jersey,Bergen,34003
North Bergen,NJ,New Jersey,Hudson,34017
North Brunswick,NJ,New Jersey,Middlesex,34007
Northfield,NJ,New Jersey,Atlantic,34001
Northvale,NJ,New Jersey,Bergen,34003
Norwood,NJ,New Jersey,Bergen,34003
Nutley,NJ,New Jersey,Essex,34009
Oak Ridge,NJ,New Jersey,Passaic,34031
Oakhurst,NJ,New Jersey,Monmouth,34025
Oakland,NJ,New Jersey,Bergen,34003
Oaklyn,NJ,New Jersey,Camden,34039
Ocean City,NJ,New Jersey,Cape May,34009
Ocean Gate,NJ,New Jersey,Ocean,34029
Ocean Grove,NJ,New Jersey,Monmouth,34025
Ocean View,NJ,New Jersey,Cape May,34009
Oceanport,NJ,New Jersey,Monmouth,34025
Oceanville,NJ,New Jersey,Atlantic,34001
Ogdensburg,NJ,New Jersey,Sussex,34005
Old Bridge,NJ,New Jersey,Middlesex,34007
Oldwick,NJ,New Jersey,Hunterdon,34019
Oradell,NJ,New Jersey,Bergen,34003
Orange,NJ,New Jersey,Essex,34009
Oxford,NJ,New Jersey,Warren,34301
Palisades Park,NJ,New Jersey,Bergen,34003
Palmyra,NJ,New Jersey,Burlington,34005
Paramus,NJ,New Jersey,Bergen,34003
Park Ridge,NJ,New Jersey,Bergen,34003
Parlin,NJ,New Jersey,Middlesex,34007
Parsippany,NJ,New Jersey,Morris,34127
Passaic,NJ,New Jersey,Passaic,34031
Paterson,NJ,New Jersey,Passaic,34031
Paulsboro,NJ,New Jersey,Gloucester,34015
Peapack,NJ,New Jersey,Somerset,34025
Pedricktown,NJ,New Jersey,Salem,34033
Pemberton,NJ,New Jersey,Burlington,34005
Pennington,NJ,New Jersey,Mercer,34131
Penns Grove,NJ,New Jersey,Salem,34033
Pennsauken,NJ,New Jersey,Camden,34039
Pennsville,NJ,New Jersey,Salem,34033
Pequannock,NJ,New Jersey,Morris,34127
Perth Amboy,NJ,New Jersey,Middlesex,34007
Phillipsburg,NJ,New Jersey,Warren,34301
Picatinny Arsenal,NJ,New Jersey,Morris,34127
Pine Beach,NJ,New Jersey,Ocean,34029
Pine Brook,NJ,New Jersey,Morris,34127
Piscataway,NJ,New Jersey,Middlesex,34007
Pitman,NJ,New Jersey,Gloucester,34015
Pittstown,NJ,New Jersey,Hunterdon,34019
Plainfield,NJ,New Jersey,Union,34139
Plainsboro,NJ,New Jersey,Middlesex,34007
Pleasantville,NJ,New Jersey,Atlantic,34001
Pluckemin,NJ,New Jersey,Somerset,34025
Point Pleasant Beach,NJ,New Jersey,Ocean,34029
Pomona,NJ,New Jersey,Atlantic,34001
Pompton Lakes,NJ,New Jersey,Passaic,34031
Pompton Plains,NJ,New Jersey,Morris,34127
Port Elizabeth,NJ,New Jersey,Cumberland,34035
Port Monmouth,NJ,New Jersey,Monmouth,34025
Port Murray,NJ,New Jersey,Warren,34301
Port Norris,NJ,New Jersey,Cumberland,34035
Port Reading,NJ,New Jersey,Middlesex,34007
Port Republic,NJ,New Jersey,Atlantic,34001
Pottersville,NJ,New Jersey,Hunterdon,34019
Princeton,NJ,New Jersey,Mercer,34131
Princeton Junction,NJ,New Jersey,Mercer,34131
Quakertown,NJ,New Jersey,Hunterdon,34019
Quinton,NJ,New Jersey,Salem,34033
Rahway,NJ,New Jersey,Union,34139
Ramsey,NJ,New Jersey,Bergen,34003
Rancocas,NJ,New Jersey,Burlington,34005
Randolph,NJ,New Jersey,Morris,34127
Raritan,NJ,New Jersey,Somerset,34025
Readington,NJ,New Jersey,Hunterdon,34019
Red Bank,NJ,New Jersey,Monmouth,34025
Richland,NJ,New Jersey,Atlantic,34001
Richwood,NJ,New Jersey,Gloucester,34015
Ridgefield,NJ,New Jersey,Bergen,34003
Ridgefield Park,NJ,New Jersey,Bergen,34003
Ridgewood,NJ,New Jersey,Bergen,34003
Ringoes,NJ,New Jersey,Hunterdon,34019
Ringwood,NJ,New Jersey,Passaic,34031
Rio Grande,NJ,New Jersey,Cape May,34009
River Edge,NJ,New Jersey,Bergen,34003
Riverdale,NJ,New Jersey,Morris,34127
Riverside,NJ,New Jersey,Burlington,34005
Riverton,NJ,New Jersey,Burlington,34005
Rochelle Park,NJ,New Jersey,Bergen,34003
Rockaway,NJ,New Jersey,Morris,34127
Rocky Hill,NJ,New Jersey,Somerset,34025
Roebling,NJ,New Jersey,Burlington,34005
Roosevelt,NJ,New Jersey,Monmouth,34025
Roseland,NJ,New Jersey,Essex,34009
Roselle,NJ,New Jersey,Union,34139
Roselle Park,NJ,New Jersey,Union,34139
Rosemont,NJ,New Jersey,Hunterdon,34019
Rosenhayn,NJ,New Jersey,Cumberland,34035
Rumson,NJ,New Jersey,Monmouth,34025
Runnemede,NJ,New Jersey,Camden,34039
Rutherford,NJ,New Jersey,Bergen,34003
Saddle Brook,NJ,New Jersey,Bergen,34003
Saddle River,NJ,New Jersey,Bergen,34003
Salem,NJ,New Jersey,Salem,34033
Sayreville,NJ,New Jersey,Middlesex,34007
Schooleys Mountain,NJ,New Jersey,Morris,34127
Scotch Plains,NJ,New Jersey,Union,34139
Sea Girt,NJ,New Jersey,Monmouth,34025
Sea Isle City,NJ,New Jersey,Cape May,34009
Seaside Heights,NJ,New Jersey,Ocean,34029
Seaside Park,NJ,New Jersey,Ocean,34029
Secaucus,NJ,New Jersey,Hudson,34017
Sergeantsville,NJ,New Jersey,Hunterdon,34019
Sewaren,NJ,New Jersey,Middlesex,34007
Sewell,NJ,New Jersey,Gloucester,34015
Shamong,NJ,New Jersey,Burlington,34005
Shiloh,NJ,New Jersey,Cumberland,34035
Short Hills,NJ,New Jersey,Essex,34009
Shrewsbury,NJ,New Jersey,Monmouth,34025
Sicklerville,NJ,New Jersey,Camden,34039
Skillman,NJ,New Jersey,Somerset,34025
Somerdale,NJ,New Jersey,Camden,34039
Somers Point,NJ,New Jersey,Atlantic,34001
Somerset,NJ,New Jersey,Somerset,34025
Somerville,NJ,New Jersey,Somerset,34025
South Amboy,NJ,New Jersey,Middlesex,34007
South Bound Brook,NJ,New Jersey,Somerset,34025
South Dennis,NJ,New Jersey,Cape May,34009
South Hackensack,NJ,New Jersey,Bergen,34003
South Harrison Township,NJ,New Jersey,Gloucester,34015
South Orange,NJ,New Jersey,Essex,34009
South Plainfield,NJ,New Jersey,Middlesex,34007
South River,NJ,New Jersey,Middlesex,34007
South Seaville,NJ,New Jersey,Cape May,34009
Southampton,NJ,New Jersey,Burlington,34005
Sparta,NJ,New Jersey,Sussex,34005
Spotswood,NJ,New Jersey,Middlesex,34007
Spring Lake,NJ,New Jersey,Monmouth,34025
Springfield,NJ,New Jersey,Union,34139
Stanhope,NJ,New Jersey,Sussex,34005
Stanton,NJ,New Jersey,Hunterdon,34019
Stewartsville,NJ,New Jersey,Warren,34301
Stillwater,NJ,New Jersey,Sussex,34005
Stirling,NJ,New Jersey,Morris,34127
Stockholm,NJ,New Jersey,Sussex,34005
Stockton,NJ,New Jersey,Hunterdon,34019
Stone Harbor,NJ,New Jersey,Cape May,34009
Stratford,NJ,New Jersey,Camden,34039
Strathmere,NJ,New Jersey,Cape May,34009
Succasunna,NJ,New Jersey,Morris,34127
Summit,NJ,New Jersey,Union,34139
Sussex,NJ,New Jersey,Sussex,34005
Swartswood,NJ,New Jersey,Sussex,34005
Swedesboro,NJ,New Jersey,Gloucester,34015
Tabernacle,NJ,New Jersey,Burlington,34005
Teaneck,NJ,New Jersey,Bergen,34003
Tenafly,NJ,New Jersey,Bergen,34003
Tennent,NJ,New Jersey,Monmouth,34025
Teterboro,NJ,New Jersey,Bergen,34003
Thorofare,NJ,New Jersey,Gloucester,34015
Three Bridges,NJ,New Jersey,Hunterdon,34019
Titusville,NJ,New Jersey,Mercer,34131
Toms River,NJ,New Jersey,Ocean,34029
Totowa,NJ,New Jersey,Passaic,34031
Towaco,NJ,New Jersey,Morris,34127
Township Of Washington,NJ,New Jersey,Bergen,34003
Tranquility,NJ,New Jersey,Sussex,34005
Trenton,NJ,New Jersey,Mercer,34131
Trenton,NJ,New Jersey,Burlington,34005
Tuckahoe,NJ,New Jersey,Cape May,34009
Tuckerton,NJ,New Jersey,Ocean,34029
Union,NJ,New Jersey,Union,34139
Union City,NJ,New Jersey,Hudson,34017
Vauxhall,NJ,New Jersey,Union,34139
Ventnor City,NJ,New Jersey,Atlantic,34001
Vernon,NJ,New Jersey,Sussex,34005
Verona,NJ,New Jersey,Essex,34009
Vienna,NJ,New Jersey,Warren,34301
Villas,NJ,New Jersey,Cape May,34009
Vincentown,NJ,New Jersey,Burlington,34005
Vineland,NJ,New Jersey,Cumberland,34035
Voorhees,NJ,New Jersey,Camden,34039
Waldwick,NJ,New Jersey,Bergen,34003
Wallington,NJ,New Jersey,Bergen,34003
Wallpack Center,NJ,New Jersey,Sussex,34005
Wanaque,NJ,New Jersey,Passaic,34031
Waretown,NJ,New Jersey,Ocean,34029
Warren,NJ,New Jersey,Somerset,34025
Washington,NJ,New Jersey,Warren,34301
Watchung,NJ,New Jersey,Somerset,34025
Waterford Works,NJ,New Jersey,Camden,34039
Wayne,NJ,New Jersey,Passaic,34031
Weehawken,NJ,New Jersey,Hudson,34017
Wenonah,NJ,New Jersey,Gloucester,34015
West Berlin,NJ,New Jersey,Camden,34039
West Creek,NJ,New Jersey,Ocean,34029
West Long Branch,NJ,New Jersey,Monmouth,34025
West Milford,NJ,New Jersey,Passaic,34031
West New York,NJ,New Jersey,Hudson,34017
West Orange,NJ,New Jersey,Essex,34009
